transaction_id,user_id,transaction_amount,transaction_timestamp,user_location,merchant_location,merchant_category,device_id,device_type,payment_method,account_balance,transaction_status,ip_address,amt,is_fraud,is_amount_missing,is_device_id_invalid,is_valid_ip,is_amount_outlier,amount_user_zscore,historical_user_avg_amount,amount_to_user_average_ratio,sudden_large_transaction_flag,rolling_txn_count_1h,inter_transaction_gap_seconds,rapid_repeat_5s_flag,transaction_hour,odd_hour_transaction_flag,odd_hour_high_amount_flag,micro_transaction_payment_flag,zero_or_missing_amount_flag,category_amount_mismatch_flag,location_mismatch_flag,new_merchant_city_flag,user_home_location,user_location_pattern_deviation_flag,users_per_device,shared_device_flag,new_device_for_user_flag,users_per_ip,shared_ip_flag,malformed_ip_flag,invalid_device_flag,failed_to_success_retry_flag,amount_balance_ratio,amount_exceeds_balance_flag,high_balance_utilization_flag,successful_overdraft_flag,success_unusual_context_flag,patterns_fired,time_since_last_transaction,user_avg_amount,amount_log1p,balance_log1p,estimated_post_transaction_balance,amount_to_balance_ratio,merchant_category_code,device_type_code,payment_method_code,transaction_status_code,cleaning_flag_score,pattern_score,anomaly_score,fraud_probability,pseudo_truth_label,top_signals
TXN-BB109756FB90,USR00374,,2024-06-07 03:04:11,ahmedabad,mumai,gaming,DEV-5AF1BAA3,tablet,upi,-4789.71,success,abc.def.ghi.jkl,,0,1,0,0,0,0.0,8531.271508250715,0.0,0,1.0,1260035.0,0,3,1,0,0,1,0,1,1,delhi,1,1.0,0,1,254.0,1,1,0,0,0.0,1,0,1,1,9,1260035.0,8531.271508250715,0.0,0.0,-4789.71,0.0,5,4,4,3,2,9,1.0,0.9999961595009718,1,"['patterns_fired', 'cleaning_flag_score', 'location_mismatch_flag']"
TXN-A253A9639E31,USR00289,,2024-05-26 13:51:00,jaipur,chennai,trav,DEV-1B524A32,unknown,netbanking,-4185.25,success,abc.def.ghi.jkl,,0,1,0,0,0,0.0,6778.6513579305265,0.0,0,1.0,621312.0,0,13,0,0,0,1,0,1,1,bengaluru,1,1.0,0,1,254.0,1,1,0,0,0.0,1,0,1,1,9,621312.0,9581.3044812925,0.0,0.0,-4185.25,0.0,7,5,2,3,2,9,0.9727096462027425,0.991806150829568,1,"['patterns_fired', 'cleaning_flag_score', 'location_mismatch_flag']"
TXN-6680720C2B31,USR00306,,2024-01-26 06:43:57,jaipur,mumbai,gaming,DEV-AE4DB1CA,moble,upi,-2254.19,success,999.999.1.1,,1,1,0,0,0,0.0,7155.621666666666,0.0,0,1.0,197358.0,0,6,0,0,0,1,0,1,1,chennai,1,1.0,0,1,236.0,1,1,0,0,0.0,1,0,1,1,9,197358.0,11515.623288836363,0.0,0.0,-2254.19,0.0,5,3,4,3,2,9,0.949914235798643,0.9849675277083382,1,"['patterns_fired', 'cleaning_flag_score', 'location_mismatch_flag']"
TXN-533984688058,USR00346,17921.0,2024-12-02 08:12:00,chennai,jaipur,unknown,DEV-917275DE,mobile,upi,3984.23,success,,,1,0,0,0,0,1.0482391867340615,5990.41096982625,2.991614446866538,1,1.0,13687140.0,0,8,0,0,0,0,0,1,1,mumbai,1,1.0,0,1,0.0,0,1,0,0,4.497983299156926,1,1,1,1,9,13687140.0,11018.957126435,9.793784287444165,8.290350305995423,-13936.77,4.497983299156926,9,2,4,3,1,9,0.9489887072650323,0.9846885416508807,1,"['patterns_fired', 'location_mismatch_flag', 'cleaning_flag_score']"
TXN-E34B210DE3FF,USR00156,,2024-02-28 14:38:03,bengaluru,mumai,unknown,DEV-1A1786B8,mobile,card,,success,999.999.1.1,,0,1,0,0,0,0.0,1513.789228928,0.0,0,1.0,394151.0,0,14,0,0,0,1,0,1,1,pune,1,1.0,0,1,236.0,1,1,0,0,0.0,1,0,1,1,9,394151.0,9626.827207345,0.0,0.0,0.0,0.0,9,2,1,3,2,9,0.9413300155052838,0.9823922567900246,1,"['patterns_fired', 'cleaning_flag_score', 'location_mismatch_flag']"
TXN-B085E89BBAE4,USR00161,15891.68127704,2024-03-03 03:50:51,ahmedabad,delh,travel,DEV-04243001,desktop,card,,success,abc.def.ghi.jkl,,0,0,0,0,0,1.0947560781660997,6432.661575,2.4704674871753998,0,1.0,687918.0,0,3,1,1,0,0,0,1,1,jaipur,1,1.0,0,1,254.0,1,1,0,0,0.0,1,0,1,1,9,687918.0,8527.308272684706,9.67361398519761,0.0,-15891.68127704,0.0,8,1,1,3,1,9,0.9263287711583854,0.9778905604839024,1,"['patterns_fired', 'location_mismatch_flag', 'cleaning_flag_score']"
TXN-76F5A58D3375,USR00226,17233.01,2024-04-12 05:07:34,hyderabad,mumbai,food,DEV-A7C39D96,tablet,wallet,12717.42,failed,abc.def.ghi.jkl,,0,0,0,0,0,1.176955988502563,5129.087621838183,3.359858764476315,1,1.0,575142.0,0,5,1,1,0,0,0,1,0,mumbai,1,1.0,0,1,254.0,1,1,0,0,1.355071233001662,1,1,0,0,8,575142.0,9546.99154483,9.75464003604789,9.450806615342458,-4515.589999999998,1.355071233001662,4,4,5,1,1,8,0.9669040973147758,0.9733964919991039,1,"['patterns_fired', 'location_mismatch_flag', 'cleaning_flag_score']"
TXN-BE2C9724454D,USR00001,17648.7747276,2023-12-31 01:34:32,pune,kolkata,gaming,DEV-815351C8,tablet,unknown,,success,abc.def.ghi.jkl,,0,0,0,0,0,1.167860180678149,6997.1500000000015,2.5222804609876874,1,1.0,755221.0,0,1,0,0,0,0,0,1,1,chennai,1,1.0,0,1,254.0,1,1,0,0,0.0,1,0,1,1,9,755221.0,11253.697234165,9.778478298971208,0.0,-17648.7747276,0.0,5,4,3,3,1,9,0.8993548279431546,0.9697983775193332,1,"['patterns_fired', 'location_mismatch_flag', 'cleaning_flag_score']"
TXN-9753512A308F,USR00150,,2024-06-19 19:58:00,jaipur,mumbai,travel,DEV-06A64256,unknown,card,,success,999.999.1.1,,0,1,0,0,0,0.0,8387.420173364118,0.0,0,1.0,1660170.0,0,19,0,0,0,1,0,1,0,mumai,1,1.0,0,1,236.0,1,1,0,0,0.0,1,0,1,1,8,1660170.0,9206.508934199375,0.0,0.0,0.0,0.0,8,5,1,3,2,8,0.936457160043304,0.964266638096177,1,"['patterns_fired', 'cleaning_flag_score', 'location_mismatch_flag']"
TXN-38AB245BFF06,USR00321,19041.0,2024-01-08 02:07:00,mumai,bengaluru,trav,DEV-A3F88C54,tablet,netbanking,,success,,,1,0,0,0,0,1.5780330278682109,4405.08,4.322509466343403,1,1.0,282425.0,0,2,1,1,0,0,0,1,1,delhi,1,1.0,0,1,0.0,0,1,0,0,0.0,1,0,1,1,9,282425.0,9542.792269544667,9.854402344845637,0.0,-19041.0,0.0,7,4,2,3,1,9,0.8784914856225117,0.9635393748231733,1,"['patterns_fired', 'location_mismatch_flag', 'cleaning_flag_score']"
TXN-1FCBB1947D46,USR00387,,2024-02-22 07:01:43,pune,mumai,electronics,DEV-B233B2D1,desktop,wallet,,success,999.999.1.1,,0,1,0,0,0,0.0,11015.210533333331,0.0,0,1.0,1164571.0,0,7,0,0,0,1,0,1,1,pune,0,1.0,0,1,236.0,1,1,0,0,0.0,1,0,1,1,8,1164571.0,10343.70793503,0.0,0.0,0.0,0.0,2,1,5,3,2,8,0.9328729935327917,0.9631913881430233,1,"['patterns_fired', 'cleaning_flag_score', 'location_mismatch_flag']"
TXN-F426C2EC420A,USR00400,19554.98,2024-02-18 07:25:17,delhi,pune,fashion,DEV-9D6586CD,mobile,upi,-4166.76,success,abc.def.ghi.jkl,,0,0,0,0,0,2.1910993921381556,5215.275054408001,3.749558708983516,1,1.0,157037.0,0,7,0,0,0,0,0,1,1,ahmedabad,1,1.0,0,1,254.0,1,1,0,0,0.0,1,0,1,1,9,157037.0,7908.648058097223,9.881036400993985,0.0,-23721.739999999998,0.0,3,2,4,3,1,9,0.8726986196521399,0.9618015150320287,1,"['patterns_fired', 'location_mismatch_flag', 'cleaning_flag_score']"
TXN-7A6A27088651,USR00138,19520.39,2024-06-08 08:25:18,delhi,delhi,fashion,DEV-9602235E,unknown,netbanking,-4212.65,success,abc.def.ghi.jkl,,0,0,0,0,0,1.906965786524595,7091.544555098572,2.7526288311853757,1,1.0,1108098.0,0,8,0,0,0,0,0,0,1,chennai,1,1.0,0,1,254.0,1,1,0,0,0.0,1,0,1,1,8,1108098.0,8667.210850336667,9.879266066448235,0.0,-23733.04,0.0,3,5,2,3,1,8,0.9211085835526757,0.9596578375355227,1,"['patterns_fired', 'cleaning_flag_score', 'pattern_score']"
TXN-A25009695925,USR00134,6078.0,2024-03-14 04:58:00,bengaluru,pune,travel,DEV-C8446873,moble,upi,,success,79.71.106.64,,0,0,0,1,0,0.13048822239525948,2266.703619135,2.6814268741139764,1,1.0,2129772.0,0,4,1,1,0,0,0,1,1,jaipur,1,1.0,0,1,1.0,0,0,0,0,0.0,1,0,1,1,9,2129772.0,5465.237255665,8.712595487748722,0.0,-6078.0,0.0,8,3,4,3,0,9,0.8521297453504431,0.9556361859076407,1,"['patterns_fired', 'location_mismatch_flag', 'pattern_score']"
TXN-4C7D11F8DF74,USR00232,,2024-03-06 18:55:38,chennai,mumai,gaming,DEV-2A911F74,moble,wallet,,success,206.163.13.34,,0,1,0,1,0,0.0,7304.910809898333,0.0,0,1.0,2761867.0,0,18,0,0,0,1,0,1,1,hyderabad,1,1.0,0,1,1.0,0,0,0,0,0.0,1,0,1,1,8,2761867.0,9551.722498574,0.0,0.0,0.0,0.0,5,3,5,3,1,8,0.901437539828596,0.9537607435065675,1,"['patterns_fired', 'location_mismatch_flag', 'is_amount_missing']"
TXN-06379A8BC15F,USR00081,,2024-04-01 20:23:50,delh,delhi,fashion,DEV-1099C4D3,mobile,unknown,,success,abc.def.ghi.jkl,,0,1,0,0,0,0.0,9058.199776416428,0.0,0,1.0,502191.0,0,20,0,0,0,1,0,1,0,mumbai,1,1.0,0,1,254.0,1,1,0,0,0.0,1,0,1,1,8,502191.0,9852.877070696955,0.0,0.0,0.0,0.0,3,2,3,3,2,8,0.8960266613471378,0.9521345838759141,1,"['patterns_fired', 'cleaning_flag_score', 'location_mismatch_flag']"
TXN-032B65BF6605,USR00186,,2024-01-11 06:07:33,delh,mumbai,electronics,DEV-694D1A19,mobile,netbanking,,success,,,0,1,0,0,0,0.0,2533.1855333333333,0.0,0,1.0,405767.0,0,6,0,0,0,1,0,1,1,mumai,1,1.0,0,1,0.0,0,1,0,0,0.0,1,0,1,1,8,405767.0,10886.998078085,0.0,0.0,0.0,0.0,2,2,2,3,2,8,0.8956608783440932,0.9520249071766602,1,"['patterns_fired', 'cleaning_flag_score', 'location_mismatch_flag']"
TXN-B275C6129C96,USR00282,18901.2181,2024-05-17 04:32:28,mumbai,bengaluru,trav,DEV-3E76EAE2,tablet,card,20769.52,failed,,,1,0,0,0,0,1.433259699258983,7495.463344145455,2.521687750599612,1,1.0,1059349.0,0,4,1,1,0,0,0,1,1,mumai,1,1.0,0,1,0.0,0,1,0,0,0.9100459760264078,0,1,0,0,7,1059349.0,9602.596256191335,9.847034553949973,9.941289952666533,1868.3019000000022,0.9100459760264078,7,4,1,1,1,7,0.9475844233437519,0.9509339231411633,1,"['patterns_fired', 'location_mismatch_flag', 'cleaning_flag_score']"
TXN-C10B0AD2E577,USR00133,,2023-12-24 15:21:00,chennai,kolkata,electronics,DEV-B56C61CE,desktop,card,-2234.53,success,999.999.1.1,,1,1,0,0,0,0.0,9004.62458940263,0.0,0,1.0,inf,0,15,0,0,0,1,0,1,1,chennai,0,1.0,0,1,236.0,1,1,0,0,0.0,1,0,1,1,8,999999.0,9004.62458940263,0.0,0.0,-2234.53,0.0,2,1,1,3,2,8,0.8901967473651289,0.9503853423953815,1,"['patterns_fired', 'cleaning_flag_score', 'location_mismatch_flag']"
TXN-C761CEAA0879,USR00016,13784.0,2024-02-05 21:55:53,mumbai,pune,unknown,DEV-8895D8D8,mobile,upi,7484.76,success,36.222.73.238,,1,0,0,1,0,1.090190113592466,2523.0,5.463337296868807,1,1.0,3406313.0,0,21,0,0,0,0,0,1,1,hyderabad,1,1.0,0,1,1.0,0,0,0,0,1.8416088157803323,1,1,1,1,9,3406313.0,7055.111782048333,9.531336323457896,8.920757828105403,-6299.24,1.8416088157803323,9,2,4,3,0,9,0.8338059799439212,0.9501338063334621,1,"['patterns_fired', 'location_mismatch_flag', 'pattern_score']"
TXN-AACAA8625CA3,USR00016,9683.0,2024-05-31 09:36:10,bengaluru,chennai,groceries,DEV-8C84F857,tablet,card,,success,999.999.1.1,,0,0,0,0,0,0.42576093732600767,6248.195115381666,1.5497275327018212,0,1.0,1782234.0,0,9,0,0,0,0,0,1,1,hyderabad,1,1.0,0,1,236.0,1,1,0,0,0.0,1,0,1,1,8,1782234.0,7055.111782048333,9.178230318057949,0.0,-9683.0,0.0,6,4,1,3,1,8,0.8885924157709562,0.9499029872010204,1,"['patterns_fired', 'location_mismatch_flag', 'cleaning_flag_score']"
TXN-5F1F49AAC49D,USR00398,18624.82,2024-06-22 05:00:32,delhi,delhi,travel,DEV-B88761BB,mobile,wallet,17735.4,pending,abc.def.ghi.jkl,,0,0,0,0,0,1.3357197325293908,6622.348981715624,2.812418984777656,1,1.0,1793396.0,0,5,1,1,0,0,0,0,0,mumai,1,1.0,0,1,254.0,1,1,0,0,1.0501494186767706,1,1,0,0,7,1793396.0,10648.86735441923,9.832304069124245,9.78337430404138,-889.4199999999983,1.0501494186767706,8,2,5,2,1,7,0.9439005126690223,0.9498287499387112,1,"['patterns_fired', 'cleaning_flag_score', 'pattern_score']"
TXN-9B312A002AC0,USR00222,,2024-12-03 05:18:00,delh,chennai,unknown,,tablet,wallet,199509.61,success,999.999.1.1,,1,1,1,0,0,0.0,5958.172274656,0.0,0,1.0,2552940.0,0,5,1,0,0,1,0,1,1,chennai,1,0.0,0,0,236.0,1,1,1,0,0.0,0,0,0,1,6,2552940.0,6874.814163064615,0.0,12.203622696855286,199509.61,0.0,9,4,5,3,3,6,0.994219487388515,0.9482619748781154,1,"['patterns_fired', 'cleaning_flag_score', 'location_mismatch_flag']"
TXN-372F4EE6142F,USR00383,10798.0,2024-02-28 06:21:06,delhi,chennai,food,DEV-1B8A1FE2,tablet,unknown,7549.97,pending,999.999.1.1,,1,0,0,0,0,0.3006073890837002,10106.813273223335,1.068388195971511,0,1.0,1788140.0,0,6,0,0,0,0,0,1,1,hyderabad,1,1.0,0,1,236.0,1,1,0,0,1.4302043584279143,1,1,0,0,7,1788140.0,9079.895154376522,9.28720881623276,8.929431310811822,-3248.0299999999997,1.4302043584279143,4,4,3,2,1,7,0.9364540389316541,0.9475948078175008,1,"['patterns_fired', 'location_mismatch_flag', 'cleaning_flag_score']"
TXN-E79D0E48DFBE,USR00263,,2024-02-20 10:53:16,delh,jaipur,food,DEV-54D5BA7C,tablet,upi,,failed,abc.def.ghi.jkl,,0,1,0,0,0,0.0,10787.125833333334,0.0,0,1.0,1234521.0,0,10,0,0,0,1,0,1,1,delhi,1,1.0,0,1,254.0,1,1,0,0,0.0,1,0,0,0,7,1234521.0,10737.200253591052,0.0,0.0,0.0,0.0,4,4,4,1,2,7,0.9355155087753189,0.9473174762196956,1,"['patterns_fired', 'cleaning_flag_score', 'location_mismatch_flag']"
TXN-6AB469E08259,USR00234,7648.0,2024-01-09 05:44:13,hyderabad,delhi,groceries,DEV-2D8D431C,moble,card,,success,,7648.0,0,0,0,0,0,0.004257038922384366,3131.369999999999,2.4423814496530283,0,1.0,1077774.0,0,5,1,1,0,0,0,1,1,chennai,1,1.0,0,1,0.0,0,1,0,0,0.0,1,0,1,1,8,1077774.0,7626.062128616112,8.942330199321866,0.0,-7648.0,0.0,6,3,1,3,1,8,0.8775649067801249,0.9465947345038044,1,"['patterns_fired', 'location_mismatch_flag', 'cleaning_flag_score']"
TXN-3B18A7F15985,USR00190,17213.107962,2024-01-08 02:35:29,hyderabad,pune,fashion,DEV-1E5143EA,unknown,netbanking,-606.76,success,999.999.1.1,,0,0,0,0,0,0.7913769211633895,17410.91044068,0.9886391651169578,0,1.0,473819.0,0,2,1,0,0,0,0,1,1,bengaluru,1,1.0,0,1,236.0,1,1,0,0,0.0,1,0,1,1,8,473819.0,12258.2186794675,9.7534845569453,0.0,-17819.867961999997,0.0,3,5,2,3,1,8,0.8758906954112169,0.9460924710930851,1,"['patterns_fired', 'location_mismatch_flag', 'cleaning_flag_score']"
TXN-2BEE55C564CB,USR00017,3350.6811,2024-03-08 13:54:21,delh,hyderabad,elec,DEV-344E0A73,tablet,upi,3221.41,success,999.999.1.1,,0,0,0,0,0,-0.8478251960100699,6593.2895054499995,0.5081956582113274,0,1.0,146793.0,0,13,0,0,0,0,0,1,1,kolkata,1,1.0,0,1,236.0,1,1,0,0,1.0401287324494553,1,1,1,1,9,146793.0,7824.4878555504765,8.117217319844636,8.077884805796488,-129.27109999999993,1.0401287324494553,1,4,4,3,1,9,0.8202519189666243,0.9460675051613389,1,"['patterns_fired', 'location_mismatch_flag', 'cleaning_flag_score']"
TXN-63902DAEBED4,USR00148,2162.9968,2024-01-26 22:15:27,delh,pune,fashion,DEV-E7F9622B,tablet,wallet,2130.4,pending,,,0,0,0,0,0,-1.032368508080211,661.5075490250001,3.2697991174674477,1,1.0,2088170.0,0,22,0,0,0,0,0,1,1,chennai,1,1.0,0,1,0.0,0,1,0,0,1.0153007885843033,1,1,0,0,7,2088170.0,9048.013390827895,7.67971216122221,7.664534319786855,-32.5967999999998,1.0153007885843033,3,4,5,2,1,7,0.9281511882341528,0.9451039527482761,1,"['patterns_fired', 'location_mismatch_flag', 'cleaning_flag_score']"
TXN-1C81531EF66C,USR00071,10071.17649397,2024-01-06 12:58:59,delh,mumbai,gaming,DEV-85250425,mobile,wallet,,success,abc.def.ghi.jkl,,0,0,0,0,0,0.41142700841043195,3715.8852750000005,2.7103033997652144,1,1.0,20378.0,0,12,0,0,0,0,0,1,1,chennai,1,1.0,0,1,254.0,1,1,0,0,0.0,1,0,1,1,9,20378.0,7725.760725516956,9.2175320988004,0.0,-10071.17649397,0.0,5,2,5,3,1,9,0.8145233367579578,0.9443489301637876,1,"['patterns_fired', 'location_mismatch_flag', 'cleaning_flag_score']"
TXN-505B6CB26586,USR00029,11009.23288864,2024-01-11 15:03:08,jaipur,bengaluru,elec,DEV-F14BB2E8,moble,card,-372.71,success,abc.def.ghi.jkl,,1,0,0,0,0,0.4942210779922048,3755.87619988,2.931202282171,1,1.0,1466642.0,0,15,0,0,0,0,0,1,0,kolkata,1,1.0,0,1,254.0,1,1,0,0,0.0,1,0,1,1,8,1466642.0,8114.434062649047,9.306580381958048,0.0,-11381.942888639998,0.0,1,3,1,3,1,8,0.8689244014258516,0.9440025828974755,1,"['patterns_fired', 'location_mismatch_flag', 'cleaning_flag_score']"
TXN-3BC50CEB4C89,USR00113,,2024-05-06 14:40:00,mumai,ahmedabad,unknown,DEV-648F8AB7,unknown,wallet,260746.77,failed,999.999.1.1,,0,1,0,0,0,0.0,13377.539973133333,0.0,0,1.0,2268120.0,0,14,0,0,0,1,0,1,1,bengaluru,1,1.0,0,1,236.0,1,1,0,0,0.0,0,0,0,0,6,2268120.0,12935.9289111,0.0,12.471308820573332,260746.77,0.0,9,5,5,1,2,6,0.9798850111438943,0.9439616682573735,1,"['patterns_fired', 'cleaning_flag_score', 'location_mismatch_flag']"
